,GEOID,FIPS,SERank,EHDRank,MINRank,LWINRank,P_LWINCPCT,P_MINORPCT,index_right,Unnamed: 0,FSID,EPACRKID,PlanID,FacilityName,FacilitySiteStatusTypeID,PlanYearCode,LocationLatitude,LocationLongitude,NAICSCode,CountyCode,StateDistrict,FirstName,LastName,FullName
4281,530110410052.0,53011041005.0,10.0,9.0,8,10,93.0,72.0,280,285,23841457,WAD980981286,574,NALCO COMPANY,1,2019,45.65984,-122.69065,325998.0,WA011,SWRO,Ifeanyi,Isigwe,Ifeanyi Isigwe
4281,530110410052.0,53011041005.0,10.0,9.0,8,10,93.0,72.0,109,111,29949341,WAD988521043,178,Tidewater Industrial Center,1,2019,45.66817,-122.74593,483211.0,WA011,SWRO,Ifeanyi,Isigwe,Ifeanyi Isigwe
4282,530110410051.0,53011041005.0,10.0,9.0,8,9,89.0,76.0,273,277,4892371,WAD009051871,553,Tetra Pak Materials LP,4,2019,45.643848999999996,-122.688369,322219.0,WA011,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
4283,530530602001.0,53053060200.0,7.0,10.0,9,9,86.0,89.0,10,10,1222,WAD008958357,11,McFarland Cascade Pole & Lumber Co,1,2019,47.25039,-122.40715,321114.0,WA053,SWRO,Hugh,O'Neill,Hugh O'Neill
4283,530530602001.0,53053060200.0,7.0,10.0,9,9,86.0,89.0,207,209,81457934,WAD988506010,352,Rainier Plywood,1,2019,47.25076,-122.42438,322220.0,WA053,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
4283,530530602001.0,53053060200.0,7.0,10.0,9,9,86.0,89.0,323,330,66987611,WAD144258779,785,SSA Terminals Tacoma LLC,1,2019,47.2526,-122.40845,488320.0,WA053,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
4283,530530602001.0,53053060200.0,7.0,10.0,9,9,86.0,89.0,96,98,23377177,WA0000148734,162,ARCLIN SURFACES INC,1,2019,47.2551,-122.40484,322220.0,WA053,SWRO,Ifeanyi,Isigwe,Ifeanyi Isigwe
4283,530530602001.0,53053060200.0,7.0,10.0,9,9,86.0,89.0,223,225,85664266,WAD009253782,375,GLOBE MACHINE MFG CO D STREET,1,2019,47.2569,-122.4319,333922.0,WA053,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
4283,530530602001.0,53053060200.0,7.0,10.0,9,9,86.0,89.0,385,394,1239,WAD027543032,2780,Pacific Functional Fluids,1,2019,47.2594,-122.39245,424710.0,WA053,INDUSTRIAL,Angela,Fritz,Angela Fritz
4283,530530602001.0,53053060200.0,7.0,10.0,9,9,86.0,89.0,301,308,39,WAD082510595,623,SIMPSON TACOMA,1,2019,47.261720000000004,-122.42313999999999,32211.0,WA053,INDUSTRIAL,Angela,Fritz,Angela Fritz
4283,530530602001.0,53053060200.0,7.0,10.0,9,9,86.0,89.0,328,335,54116843,WAD988477261,856,Spectra Laboratories Inc,1,2019,47.2654,-122.40831999999999,541380.0,WA053,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
4283,530530602001.0,53053060200.0,7.0,10.0,9,9,86.0,89.0,321,328,44479366,WAD988476933,754,GP GYPSUM CORP TACOMA PLANT,10,2019,47.27009,-122.39318,32742.0,WA053,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
4316,530319505002.0,53031950500.0,2.0,1.0,0,5,49.0,0.0,116,118,34516979,WAD009270919,189,PORT TOWNSEND PAPER,1,2019,48.0965,-122.80151000000001,32211.0,WA031,INDUSTRIAL,Angela,Fritz,Angela Fritz
4328,530630109002.0,53063010900.0,3.0,6.0,3,7,63.0,23.0,390,400,88254168,WA0000569541,2829,Whitworth College,1,2019,47.75079,-117.415912,611310.0,WA063,ERO,Thatcher,Montgomery,Thatcher Montgomery
4337,530350903004.0,53035090300.0,3.0,2.0,6,0,0.0,59.0,216,218,84594766,WA5170027291,365,US Navy Submarine Base Bangor,1,2019,47.722885999999995,-122.740017,928110.0,WA035,NWRO,Robert,Reuter,Robert Reuter
4378,530110408081.0,53011040808.0,6.0,9.0,4,6,59.0,36.0,134,136,42351617,WAH000013912,214,nLIGHT Photonics Corp,1,2019,45.685971,-122.611027,334413.0,WA011,SWRO,Ifeanyi,Isigwe,Ifeanyi Isigwe
4385,530770020025.0,53077002002.0,10.0,8.0,10,10,98.0,98.0,435,477,2580588,WAH000027357,3152,Yakima Chief Hopunion LLC South Hill,1,2019,46.309163,-120.01915,115114.0,WA077,CRO,Thatcher,Montgomery,Thatcher Montgomery
4455,530730001003.0,53073000100.0,8.0,5.0,7,7,66.0,66.0,150,152,52532288,WAH000022122,262,MAAX US Corp,1,2019,48.78539,-122.44406000000001,326191.0,WA073,NWRO,Paul,Fabiniak,Paul Fabiniak
4455,530730001003.0,53073000100.0,8.0,5.0,7,7,66.0,66.0,147,149,52224848,WAH000012369,256,Yamato Engine Specialists Bakerview Rd,1,2019,48.789388,-122.448916,811111.0,WA073,NWRO,Paul,Fabiniak,Paul Fabiniak
4468,530330308013.0,53033030801.0,9.0,10.0,9,9,89.0,81.0,484,540,45394172,WAD980985303,3338,Imaginetics LLC Auburn,1,2019,47.2785,-122.22818999999998,333249.0,WA033,NWRO,Robert,Reuter,Robert Reuter
4471,530350911001.0,53035091100.0,1.0,5.0,2,3,23.0,13.0,7,7,158,WA1170023419,8,US NAVY KEYPORT OU1,1,2019,47.69865,-122.62700500000001,928110.0,WA035,NWRO,Robert,Reuter,Robert Reuter
4502,530090012001.0,53009001200.0,6.0,3.0,5,8,78.0,47.0,83,85,14281188,WAD076663889,139,OLYMPIC MEDICAL CENTER,1,2019,48.115320000000004,-123.41609,622110.0,WA009,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
4511,530630103012.0,53063010301.0,7.0,4.0,1,8,74.0,8.0,396,406,13159,WAH000042095,2863,Northwest Steel Fab Inc Deer Park,1,2019,47.95535,-117.44318,332312.0,WA063,ERO,Rolfe,Parsloe,Rolfe Parsloe
4516,530750005001.0,53075000500.0,9.0,6.0,7,10,99.0,69.0,255,259,43698947,WAD041485301,491,WA WSU Pullman Camp,1,2019,46.72303,-117.14563999999999,61131.0,WA075,ERO,Thatcher,Montgomery,Thatcher Montgomery
4520,530579501002.0,53057950100.0,3.0,1.0,2,9,89.0,17.0,138,140,46521742,WAH000018291,233,T Bailey Inc,10,2019,48.463361,-122.55980500000001,23731.0,WA057,NWRO,Justin,Meyer,Justin Meyer
4520,530579501002.0,53057950100.0,3.0,1.0,2,9,89.0,17.0,450,503,3943353,WAH000052749,3264,Air Liquide America Large Industries US,10,2019,48.465721531999996,-122.557787159,325120.0,WA057,NWRO,Ewa,Kotwicka,Ewa Kotwicka
4520,530579501002.0,53057950100.0,3.0,1.0,2,9,89.0,17.0,3,3,7,WAD009276197,4,Shell OPUS Puget Sound Refinery,1,2019,48.466609999999996,-122.56197,324110.0,WA057,INDUSTRIAL,Angela,Fritz,Angela Fritz
4520,530579501002.0,53057950100.0,3.0,1.0,2,9,89.0,17.0,28,28,2658,WAD009270612,35,General Chemical Corp,1,2019,48.478668,-122.562122,325188.0,WA057,NWRO,Robert,Reuter,Robert Reuter
4520,530579501002.0,53057950100.0,3.0,1.0,2,9,89.0,17.0,2,2,6,WAD009275082,3,Tesoro Refining & Marketing Company,1,2019,48.49139,-122.56881000000001,324110.0,WA057,INDUSTRIAL,Angela,Fritz,Angela Fritz
4522,530610522041.0,53061052204.0,5.0,2.0,5,3,28.0,48.0,118,120,34682183,WA0000097675,191,Metal Tech,1,2019,47.86354,-122.00071000000001,332813.0,WA061,NWRO,Paul,Fabiniak,Paul Fabiniak
4522,530610522041.0,53061052204.0,5.0,2.0,5,3,28.0,48.0,487,543,89960,WAH000056050,3344,LCM Cabinets Monroe,1,2019,47.864309999999996,-121.99748999999998,238350.0,WA061,NWRO,Paul,Fabiniak,Paul Fabiniak
4526,530610520071.0,53061052007.0,3.0,1.0,8,4,33.0,75.0,61,62,5809163,WAH000032002,96,Accra Manufacturing,1,2019,47.837321,-122.212368,336413.0,WA061,NWRO,Paul,Fabiniak,Paul Fabiniak
4572,530630141002.0,53063014100.0,2.0,5.0,3,5,41.0,29.0,290,297,2998214,WAH000006940,605,Goodrich Corporation Carbon Products,1,2019,47.58357706943,-117.570437563,336413.0,WA063,ERO,Huckleberry,Palmer,Huckleberry Palmer
4576,530630140021.0,53063014002.0,8.0,4.0,3,7,66.0,26.0,407,417,11185,WAH000040664,2916,Haakon Industries,1,2019,47.47159,-117.60628999999999,333415.0,WA063,ERO,Rolfe,Parsloe,Rolfe Parsloe
4577,530330320022.0,53033032002.0,1.0,6.0,1,2,13.0,6.0,152,154,53323359,WAH000003277,267,Gordon Trepus Painting Inc,10,2019,47.42118,-122.01071,238320.0,WA033,NWRO,Justin,Meyer,Justin Meyer
4580,530330263001.0,53033026300.0,7.0,10.0,10,2,13.0,99.0,20,20,2101,WAD093639946,24,BOEING A & M DEVELOPMENTAL CENTER,1,2019,47.515471000000005,-122.297455,336411.0,WA033,NWRO,Robert,Reuter,Robert Reuter
4591,530630136002.0,53063013600.0,4.0,6.0,3,7,66.0,22.0,526,587,989121,WAH000030358,3433,XPO Logistics Freight Spokane,1,2019,47.614036999999996,-117.504531,484122.0,WA063,ERO,Myles,Perkins,Myles Perkins
4593,530330066001.0,53033006600.0,2.0,8.0,7,2,16.0,64.0,170,172,62771229,WAD988473641,297,Fred Hutchinson Cancer Research Center S,1,2019,47.62896,-122.33053000000001,54171.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
4593,530330066001.0,53033006600.0,2.0,8.0,7,2,16.0,64.0,23,23,2203,WAD009258880,27,Lake Union Dry Dock Co,10,2019,47.63345,-122.32683,336611.0,WA033,NWRO,Robert,Reuter,Robert Reuter
4593,530330066001.0,53033006600.0,2.0,8.0,7,2,16.0,64.0,431,472,8966,WAH000051818,3133,Adaptive Biotechnologies 1551,3,2019,47.63349,-122.3263,541690.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
4593,530330066001.0,53033006600.0,2.0,8.0,7,2,16.0,64.0,326,333,11799,WAH000042871,845,Infectious Disease Research Institute,10,2019,47.634409999999995,-122.32475,541720.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
4593,530330066001.0,53033006600.0,2.0,8.0,7,2,16.0,64.0,40,41,215799,WAH000032725,49,GILEAD SCIENCES,1,2019,47.63478,-122.3254,525930.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
4594,530079607002.0,53007960700.0,2.0,2.0,1,4,40.0,10.0,231,233,89391276,WA0000072991,388,Pacific Aerospace & Electronics Inc,1,2019,47.46224,-120.33335,334417.0,WA007,CRO,Huckleberry,Palmer,Huckleberry Palmer
4595,530079607001.0,53007960700.0,2.0,2.0,2,2,17.0,11.0,342,349,73155162,WAD980984785,1116,Chelan Cnty PUD 1 Rocky Reach Dam,10,2019,47.48896,-120.31653999999999,221111.0,WA007,CRO,Thatcher,Montgomery,Thatcher Montgomery
4608,530630018001.0,53063001800.0,8.0,9.0,3,10,91.0,24.0,110,112,31739484,WAD007943764,179,Avista Corp Spokane Service Center,4,2019,47.672534999999996,-117.38948799999999,22112.0,WA063,ERO,Rolfe,Parsloe,Rolfe Parsloe
4610,530299708002.0,53029970800.0,7.0,1.0,7,5,47.0,61.0,287,293,15221198,WAD079245130,598,Technical Services Inc,1,2019,48.292120000000004,-122.63978,334418.0,WA029,NWRO,Amy,Leang,Amy Leang
4613,530630132021.0,53063013202.0,2.0,2.0,2,3,22.0,15.0,67,68,7324983,WAH000028018,108,Huntwood Industries Liberty Lake,1,2019,47.678053999999996,-117.086634,337110.0,WA063,ERO,Rolfe,Parsloe,Rolfe Parsloe
4613,530630132021.0,53063013202.0,2.0,2.0,2,3,22.0,15.0,89,91,18629699,WAH000016352,149,Accra Fab Inc Appleway Dr,1,2019,47.680138,-117.08141599999999,332322.0,WA063,ERO,Rolfe,Parsloe,Rolfe Parsloe
4650,530330085001.0,53033008500.0,8.0,10.0,7,5,46.0,63.0,39,40,72408,WAH000032314,47,CellNetix Pathology & Laboratories,1,2019,47.608047,-122.323521,621511.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
4651,530330085002.0,53033008500.0,8.0,10.0,8,9,85.0,74.0,39,40,72408,WAH000032314,47,CellNetix Pathology & Laboratories,1,2019,47.608047,-122.323521,621511.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
4656,530330040001.0,53033004000.0,5.0,5.0,8,8,75.0,74.0,123,125,35337461,WA5131432085,197,US DOC NOAA Western Regional Center,6,2019,47.68363,-122.26496000000002,54171.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
4657,530330047004.0,53033004700.0,2.0,6.0,5,4,39.0,41.0,195,197,76572492,WAD049972102,336,Pacific Fishermen Shipyard & Electric LL,1,2019,47.6676,-122.38735,336611.0,WA033,NWRO,Amy,Leang,Amy Leang
4659,530330047002.0,53033004700.0,2.0,6.0,5,2,16.0,42.0,293,300,2157,WAD047487103,609,Rudd Co Inc Seattle,1,2019,47.66487,-122.37213899999999,32551.0,WA033,NWRO,Robert,Reuter,Robert Reuter
4659,530330047002.0,53033004700.0,2.0,6.0,5,2,16.0,42.0,26,26,2308,WAD009264649,30,Bardahl,1,2019,47.66622,-122.374609,324191.0,WA033,NWRO,Robert,Reuter,Robert Reuter
4667,530419710003.0,53041971000.0,10.0,9.0,2,9,83.0,16.0,142,144,49366643,WAR000010769,239,Aristocratic Cabinets Inc Chehalis,1,2019,46.63357,-122.9358,337110.0,WA041,SWRO,Hugh,O'Neill,Hugh O'Neill
4680,530610401004.0,53061040100.0,1.0,5.0,6,4,37.0,52.0,31,31,2776,WA2170000127,38,US NAVY Station Everett,1,2019,47.99159,-122.21416,928110.0,WA061,NWRO,Robert,Reuter,Robert Reuter
4695,530330216002.0,53033021600.0,3.0,3.0,3,5,48.0,24.0,84,86,14753538,WAD002799187,141,Kenmore Air Harbor,1,2019,47.75743,-122.25482,481111.0,WA033,NWRO,Robert,Reuter,Robert Reuter
4699,530610506001.0,53061050600.0,1.0,2.0,4,1,6.0,37.0,29,29,2706,WAD000064568,36,PARAMOUNT OF WASHINGTON,1,2019,47.77796,-122.39313,324121.0,WA061,NWRO,Robert,Reuter,Robert Reuter
4714,530330292031.0,53033029203.0,9.0,10.0,10,10,91.0,92.0,185,187,72957545,WAH000003996,320,Dyno Battery Co,1,2019,47.39312,-122.23173,335911.0,WA033,NWRO,Amy,Leang,Amy Leang
4714,530330292031.0,53033029203.0,9.0,10.0,10,10,91.0,92.0,358,365,63921581,WAD027333541,1708,Bowen Scarff Ford Inc,1,2019,47.393312,-122.230172,441110.0,WA033,NWRO,Robert,Reuter,Robert Reuter
4715,530150003001.0,53015000300.0,10.0,10.0,9,10,98.0,84.0,300,307,31,WAD009041443,621,Longview Fibre Paper & Packaging Longvie,1,2019,46.10402,-122.91611,32211.0,WA015,INDUSTRIAL,Angela,Fritz,Angela Fritz
4715,530150003001.0,53015000300.0,10.0,10.0,9,10,98.0,84.0,337,344,42978181,WAD061486858,955,Port of Longview,10,2019,46.10845,-122.95723000000001,483211.0,WA015,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
4715,530150003001.0,53015000300.0,10.0,10.0,9,10,98.0,84.0,303,310,27,WAD009041450,625,Nippon Dynawave,1,2019,46.13172,-122.9785,322130.0,WA015,INDUSTRIAL,Angela,Fritz,Angela Fritz
4715,530150003001.0,53015000300.0,10.0,10.0,9,10,98.0,84.0,442,494,18835,WAH000051526,3234,North Pacific Paper Co LLC Longview,1,2019,46.134351,-122.98196000000002,322121.0,WA015,INDUSTRIAL,Angela,Fritz,Angela Fritz
4715,530150003001.0,53015000300.0,10.0,10.0,9,10,98.0,84.0,302,309,67696464,WAD982654881,624,SOLVAY CHEMICALS INC,1,2019,46.138054,-122.984444,325188.0,WA015,INDUSTRIAL,Angela,Fritz,Angela Fritz
4715,530150003001.0,53015000300.0,10.0,10.0,9,10,98.0,84.0,215,217,83629153,WAH000017665,363,Flexible Foam Products Inc,1,2019,46.1457,-122.9858,326150.0,WA015,SWRO,Ifeanyi,Isigwe,Ifeanyi Isigwe
4715,530150003001.0,53015000300.0,10.0,10.0,9,10,98.0,84.0,432,473,2199730,WAH000034471,3134,PSE MINT FARM GENERATION Facility,1,2019,46.14587,-122.98548000000001,221122.0,WA015,INDUSTRIAL,Angela,Fritz,Angela Fritz
4716,530110413311.0,53011041331.0,8.0,9.0,6,8,77.0,53.0,271,275,4113747,WAD980833099,551,SEH America Inc,1,2019,45.65185,-122.55746,334413.0,WA011,SWRO,Ifeanyi,Isigwe,Ifeanyi Isigwe
4728,530579519002.0,53057951900.0,1.0,1.0,2,4,39.0,18.0,292,299,9858349,WAH000020404,608,VOLANT,1,2019,48.474056,-122.41444399999999,336413.0,WA057,NWRO,Paul,Fabiniak,Paul Fabiniak
4728,530579519002.0,53057951900.0,1.0,1.0,2,4,39.0,18.0,211,213,82255971,WAH000017079,358,NORDIC TUGS INC HUGGINS AIRPORT WAY,10,2019,48.483027,-122.42169299999999,336612.0,WA057,NWRO,Paul,Fabiniak,Paul Fabiniak
4746,530530630002.0,53053063000.0,9.0,10.0,10,6,57.0,91.0,499,555,9922297,WAH000018473,3371,Rainier Woodworking Co,4,2019,47.184749,-122.46788799999999,337212.0,WA053,SWRO,Hugh,O'Neill,Hugh O'Neill
4749,530730006001.0,53073000600.0,7.0,7.0,6,10,92.0,54.0,335,342,64764635,WAD988505863,894,PSE Encogen NW Generating Facility,4,2019,48.745556,-122.48333000000001,221119.0,WA073,INDUSTRIAL,Robert,Reuter,Robert Reuter
4756,530610535091.0,53061053509.0,8.0,6.0,7,7,67.0,68.0,477,533,20218,WAH000054410,3328,Aero Finishing LLC,1,2019,48.158229999999996,-122.15096000000001,332813.0,WA061,NWRO,Robert,Reuter,Robert Reuter
4756,530610535091.0,53061053509.0,8.0,6.0,7,7,67.0,68.0,30,30,2709,WAD053823019,37,Stella Jones Corporation,1,2019,48.166509000000005,-122.142972,321114.0,WA061,NWRO,Robert,Reuter,Robert Reuter
4762,530630137001.0,53063013700.0,5.0,5.0,5,6,55.0,44.0,248,251,10158,WAH000037469,451,Associated Painters Inc,1,2019,47.612065,-117.531245,488190.0,WA063,ERO,Huckleberry,Palmer,Huckleberry Palmer
4762,530630137001.0,53063013700.0,5.0,5.0,5,6,55.0,44.0,6,6,112,WA9571924647,7,US AF FAIRCHILD AFB,1,2019,47.61656,-117.51771000000001,928110.0,WA063,ERO,Huckleberry,Palmer,Huckleberry Palmer
4762,530630137001.0,53063013700.0,5.0,5.0,5,6,55.0,44.0,77,79,9709743,WAH000023967,128,TSA Spokane International,4,2019,47.62117,-117.55008000000001,926120.0,WA063,ERO,Rolfe,Parsloe,Rolfe Parsloe
4762,530630137001.0,53063013700.0,5.0,5.0,5,6,55.0,44.0,327,334,42593689,WAR000000463,854,Spokane Regional Waste To Energy Facilit,8,2019,47.628440000000005,-117.49967,562213.0,WA063,ERO,Huckleberry,Palmer,Huckleberry Palmer
4762,530630137001.0,53063013700.0,5.0,5.0,5,6,55.0,44.0,158,160,55273539,WAD982657900,278,Triumph Composite Systems Inc,1,2019,47.64104594984,-117.54294839,336413.0,WA063,ERO,Rolfe,Parsloe,Rolfe Parsloe
4773,530090007001.0,53009000700.0,7.0,3.0,2,9,87.0,15.0,434,476,21193385,WAH000050162,3149,Port Angeles Port,1,2019,48.123552000000004,-123.449977,336612.0,WA009,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
4773,530090007001.0,53009000700.0,7.0,3.0,2,9,87.0,15.0,417,437,41768119,WAH000047127,2995,TESORO MARINE + Marketing Co LLC,1,2019,48.13642,-123.46301000000001,424710.0,WA009,SWRO,Ifeanyi,Isigwe,Ifeanyi Isigwe
4775,530050120001.0,53005012000.0,3.0,2.0,0,0,0.0,0.0,257,261,59478228,WAD980738488,498,Energy Northwest Columbia Generating Sta,1,2019,46.4717,-119.3328,221113.0,WA005,NUCLEAR,Thatcher,Montgomery,Thatcher Montgomery
4778,530530729031.0,53053072903.0,5.0,7.0,9,7,69.0,81.0,348,355,91742929,WAD980725626,1264,WA ARMY National Guard Camp Murray,10,2019,47.11493,-122.5703,928110.0,WA053,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
